cgpa,python,java,cpp,sql,machine_learning,deep_learning,data_visualization,web_development,cloud,projects_count,internship,certifications_count,career_role
6.04,0,1,0,0,0,0,0,1,0,3,0,2,Frontend Developer
6.76,1,1,0,1,0,0,0,1,0,6,0,1,Web Developer
7.65,1,1,0,0,0,0,1,1,0,3,0,0,Frontend Developer
7.11,0,0,0,1,1,0,0,0,0,1,1,2,Business Analyst
9.0,1,0,0,1,0,0,1,1,1,4,1,2,Data Analyst
9.6,1,0,1,1,1,1,1,0,1,6,1,6,AI Engineer
8.84,1,0,1,1,1,0,0,1,0,1,1,5,Data Scientist
8.44,0,1,1,0,1,0,1,1,0,4,1,4,Frontend Developer
7.43,0,1,0,1,1,0,1,0,0,4,0,4,Data Analyst
8.3,1,0,0,1,1,1,0,0,1,4,1,5,AI Engineer
7.19,1,0,1,1,1,0,1,0,0,2,0,2,Data Analyst
5.81,0,0,0,1,0,0,0,1,0,3,1,2,Frontend Developer
7.88,1,1,0,1,1,0,0,0,1,6,0,5,Cloud Engineer
7.59,0,0,0,1,1,0,1,0,1,1,1,3,Data Analyst
7.65,1,0,0,0,1,1,1,0,0,4,1,2,Data Scientist
7.77,1,0,0,0,0,0,0,1,0,4,0,2,Frontend Developer
9.2,1,0,0,1,1,1,1,1,0,2,1,1,Machine Learning Engineer
6.98,1,1,0,1,0,0,0,1,0,1,1,0,Web Developer
8.96,1,1,0,0,1,1,1,0,1,5,1,6,Data Scientist
6.6,1,0,0,1,0,0,1,0,0,8,0,4,Business Analyst
8.43,1,0,1,1,1,1,1,1,1,4,1,3,AI Engineer
7.8,1,0,0,1,1,0,1,0,1,4,1,1,Data Analyst
7.72,1,0,0,1,1,1,1,0,0,3,1,1,Data Scientist
7.72,1,1,1,1,0,0,0,1,0,6,0,2,Software Developer
8.49,1,0,0,1,1,1,1,0,1,3,1,0,Data Analyst
10.0,1,1,0,1,1,1,1,1,0,6,0,3,Data Scientist
8.56,1,0,0,1,1,1,1,1,0,8,1,2,AI Engineer
6.95,1,0,0,0,0,1,1,1,0,2,1,2,Frontend Developer
8.23,1,1,1,0,0,0,0,1,0,5,0,3,Software Developer
7.22,0,0,0,0,0,0,1,1,1,1,1,6,Frontend Developer
8.39,1,1,1,0,0,1,0,1,1,4,1,3,Backend Developer
7.17,1,0,1,0,0,0,1,1,0,3,0,2,Frontend Developer
8.7,1,0,0,1,1,1,1,0,0,5,1,2,AI Engineer
6.51,0,1,1,1,0,0,0,1,0,3,0,3,Web Developer
6.74,0,0,0,1,0,0,1,0,0,2,1,1,Business Analyst
7.22,1,0,1,1,0,0,1,1,0,3,0,5,Business Analyst
8.87,1,1,1,1,0,0,0,1,1,2,1,1,Backend Developer
7.52,1,1,1,1,0,1,1,0,0,4,1,0,Machine Learning Engineer
8.11,1,0,0,1,0,0,1,0,0,3,0,4,Data Analyst
7.44,0,0,0,0,1,0,1,1,0,1,0,2,Frontend Developer
8.42,1,0,0,1,1,0,0,0,0,3,1,6,Business Analyst
8.58,1,1,1,0,0,0,1,1,1,2,1,2,Cloud Engineer
6.6,0,0,0,1,0,0,1,1,0,2,0,3,Frontend Developer
6.55,1,1,0,1,1,1,0,1,0,5,1,2,Machine Learning Engineer
6.97,0,1,1,1,0,0,0,1,1,4,0,3,Web Developer
8.56,1,0,0,1,0,0,0,1,0,5,0,2,Web Developer
7.68,0,0,0,0,0,0,1,1,0,5,1,4,Frontend Developer
7.26,0,0,1,1,1,0,1,1,0,5,0,3,Data Analyst
7.54,1,1,1,1,1,0,0,1,0,4,1,0,Backend Developer
8.37,1,0,1,1,1,0,1,0,0,4,1,4,Data Analyst
8.48,0,0,0,1,1,1,1,0,1,4,1,4,Machine Learning Engineer
7.61,1,1,1,1,1,0,1,1,1,5,0,2,Backend Developer
7.58,1,1,0,1,0,0,1,0,0,1,1,5,Data Analyst
7.13,1,1,1,1,0,0,0,0,1,3,1,2,Cloud Engineer
6.78,0,0,0,1,0,0,1,1,0,5,1,2,Frontend Developer
8.72,1,0,0,1,0,0,1,0,0,0,1,1,Data Analyst
7.12,0,0,0,0,1,0,1,1,0,4,0,1,Frontend Developer
7.31,1,1,0,1,0,0,0,1,1,3,1,4,Web Developer
6.84,0,0,0,1,1,0,1,0,0,5,0,6,Business Analyst
8.93,1,0,0,1,0,0,1,0,0,1,1,2,Data Scientist
7.47,1,1,1,1,0,0,0,1,1,2,1,3,Cloud Engineer
7.52,0,1,1,0,0,0,0,1,0,3,1,1,Software Developer
7.56,1,0,0,1,0,0,1,0,0,5,0,2,Business Analyst
5.84,0,1,0,1,1,0,0,1,1,7,0,2,Backend Developer
7.32,1,0,0,1,1,1,1,0,0,1,1,1,Data Scientist
8.33,1,1,0,0,0,0,0,1,0,4,1,1,Web Developer
8.08,1,0,0,0,0,0,0,0,1,4,1,3,Cloud Engineer
7.63,1,0,0,0,1,0,1,0,0,1,1,5,Data Scientist
8.11,0,1,1,0,0,0,0,0,1,4,0,0,Software Developer
8.02,0,1,0,1,0,0,0,1,1,3,1,2,Cloud Engineer
7.76,1,0,0,1,1,0,1,0,0,4,1,6,Data Scientist
7.08,1,0,0,1,0,0,1,0,1,4,1,3,Data Analyst
7.7,1,0,0,1,1,1,0,0,1,7,1,2,AI Engineer
7.33,1,1,1,1,0,0,0,1,0,4,0,4,Backend Developer
7.82,0,1,0,0,0,0,0,1,0,4,1,2,Web Developer
8.18,1,1,1,1,1,0,1,0,1,1,1,2,Data Scientist
7.73,0,1,0,0,0,0,1,1,0,1,1,0,Web Developer
6.51,1,0,0,0,0,0,1,0,1,3,0,3,Business Analyst
8.76,1,1,1,0,0,0,0,0,1,4,1,6,Cloud Engineer
7.57,0,0,0,1,0,0,1,1,1,2,0,5,Business Analyst
8.19,1,1,1,1,0,0,0,1,1,5,1,2,Backend Developer
9.22,1,0,0,0,1,0,0,0,1,2,1,4,Machine Learning Engineer
7.28,0,0,1,1,1,0,1,0,0,8,0,0,Business Analyst
8.35,1,1,0,0,0,0,0,0,1,6,0,6,Cloud Engineer
7.92,1,0,0,1,1,0,1,1,0,5,1,4,Data Analyst
7.69,0,0,1,0,0,0,0,1,0,1,1,3,Frontend Developer
7.61,0,0,0,0,0,0,1,0,1,3,0,0,Business Analyst
8.51,1,0,0,0,0,0,1,0,1,5,1,0,Cloud Engineer
8.39,1,0,1,1,0,0,0,1,0,4,1,1,Backend Developer
8.56,1,0,0,1,1,1,0,1,0,4,1,1,Machine Learning Engineer
7.16,1,1,0,1,0,0,1,0,0,2,1,1,Data Analyst
6.97,1,0,0,1,1,0,1,0,1,6,1,2,Business Analyst
8.48,1,0,1,0,1,0,0,1,1,3,0,1,Backend Developer
7.85,1,1,1,1,1,0,0,1,0,4,1,4,Software Developer
9.66,1,1,1,1,0,0,1,1,0,3,0,4,Software Developer
8.35,0,1,0,0,0,0,0,1,0,3,0,1,Frontend Developer
7.28,1,0,0,1,1,0,1,1,0,4,1,1,Web Developer
10.0,0,0,0,1,0,1,1,0,0,1,1,2,Business Analyst
6.45,0,0,0,1,0,1,1,1,0,8,0,3,Frontend Developer
7.0,1,0,0,0,0,1,1,0,0,1,1,3,Data Analyst
8.73,1,0,0,1,1,1,0,0,0,3,0,2,Machine Learning Engineer
8.59,1,0,0,1,1,1,0,0,1,4,0,4,Cloud Engineer
8.43,1,1,1,0,0,0,0,1,0,3,1,2,Software Developer
9.17,1,1,1,1,1,1,0,0,0,5,1,2,Data Scientist
7.73,1,0,0,0,1,1,1,0,1,7,1,1,Data Scientist
8.74,1,0,1,0,1,0,1,0,0,5,1,1,Machine Learning Engineer
6.79,1,0,1,1,0,0,1,0,1,5,0,2,Data Analyst
8.03,1,0,0,1,1,0,1,0,1,4,0,4,Data Analyst
9.73,1,0,1,1,1,1,1,0,0,4,1,0,Data Scientist
7.42,1,0,0,1,1,1,1,0,0,2,1,0,Data Analyst
8.65,1,1,0,1,1,1,1,0,0,1,0,2,Machine Learning Engineer
8.31,0,0,0,1,1,0,1,0,0,2,1,3,Data Analyst
6.07,0,0,0,1,0,0,1,1,1,2,1,1,Frontend Developer
9.19,1,0,0,1,0,0,1,1,0,2,1,5,Data Analyst
7.19,1,0,0,1,1,1,0,0,1,3,1,4,Data Scientist
7.97,0,0,0,1,0,0,1,1,1,0,1,2,Web Developer
9.51,1,0,0,0,1,1,1,1,1,4,1,3,AI Engineer
7.06,0,1,1,1,0,0,0,1,0,4,1,4,Software Developer
8.35,1,0,1,1,1,1,0,0,1,5,1,4,Machine Learning Engineer
8.12,1,0,1,1,0,0,0,1,1,2,1,2,Backend Developer
8.1,1,0,0,1,1,0,1,0,0,6,0,1,Data Scientist
7.51,1,1,0,1,0,0,1,1,0,1,0,4,Business Analyst
8.36,1,1,1,1,1,1,1,0,1,8,0,3,Data Scientist
8.54,0,1,0,1,1,0,0,1,1,6,1,3,Machine Learning Engineer
8.31,1,1,0,0,0,1,1,0,1,4,0,4,Software Developer
8.23,1,1,0,1,1,1,1,1,1,7,1,2,Data Scientist
7.38,1,1,1,1,1,1,1,0,1,3,1,4,Data Scientist
8.14,1,1,1,1,1,0,0,1,1,5,1,1,Software Developer
8.37,0,1,1,1,0,0,1,1,1,3,1,2,Cloud Engineer
5.98,1,1,0,1,0,0,0,1,0,4,1,1,Frontend Developer
9.5,1,0,0,1,1,1,0,0,1,3,0,4,AI Engineer
8.38,1,1,1,1,0,0,1,1,1,3,1,4,Software Developer
7.93,0,0,0,0,0,0,1,0,1,2,1,1,Business Analyst
8.6,1,1,1,1,0,0,0,0,1,2,1,1,Backend Developer
7.46,1,0,0,1,1,0,1,0,0,2,1,1,Business Analyst
7.05,1,1,0,1,1,1,0,0,1,3,1,4,Machine Learning Engineer
6.87,1,0,0,1,1,0,1,0,0,4,1,3,Data Analyst
7.46,1,0,0,1,0,1,1,0,0,8,1,5,Data Scientist
6.99,1,0,0,1,0,0,1,0,0,2,0,2,Data Analyst
6.74,1,0,0,0,0,0,1,1,1,4,1,0,Frontend Developer
8.63,1,0,0,1,0,0,1,0,1,3,0,6,Business Analyst
7.51,0,1,1,0,0,0,0,1,0,6,0,2,Web Developer
8.17,1,0,0,1,1,1,1,0,0,2,0,5,Data Analyst
7.46,0,0,0,1,0,0,1,0,1,2,1,3,Business Analyst
7.71,1,0,0,1,0,0,1,0,1,2,1,1,Data Analyst
5.22,1,0,0,0,1,0,1,1,0,3,0,3,Web Developer
8.43,0,0,0,0,1,0,0,1,1,3,0,2,Frontend Developer
6.97,1,1,0,1,0,0,1,1,0,6,1,1,Web Developer
9.02,1,0,0,0,0,0,0,0,0,4,1,2,Software Developer
7.57,0,0,0,1,0,0,1,0,0,1,1,5,Business Analyst
7.3,1,0,0,1,1,1,1,0,1,3,1,2,Data Scientist
7.34,0,0,0,0,0,0,0,1,0,2,0,5,Frontend Developer
9.22,1,0,0,0,1,1,1,0,0,4,1,3,Data Scientist
7.46,0,0,0,1,1,0,1,0,1,3,0,2,Data Analyst
8.48,1,1,1,1,0,0,0,1,0,8,1,2,Backend Developer
7.69,0,0,0,1,0,0,1,0,1,8,1,2,Business Analyst
8.12,1,1,1,1,1,1,0,1,0,7,1,6,Machine Learning Engineer
8.15,1,1,0,1,0,1,0,1,1,1,0,4,Backend Developer
8.69,1,1,0,1,0,0,0,1,0,1,1,3,Backend Developer
7.84,1,1,1,1,1,1,0,0,0,4,0,3,Machine Learning Engineer
8.96,1,1,0,1,0,0,1,1,0,8,1,3,Backend Developer
7.4,1,1,1,1,0,0,0,1,0,8,0,4,Backend Developer
7.83,0,0,0,0,0,0,1,1,1,3,1,6,Web Developer
7.14,0,0,0,1,0,0,0,1,1,2,1,1,Frontend Developer
8.8,1,1,0,1,1,1,1,0,1,3,1,4,AI Engineer
7.78,0,1,0,1,1,0,0,0,0,5,0,1,Software Developer
8.06,0,1,1,0,1,0,1,0,1,7,0,4,Cloud Engineer
10.0,1,0,0,1,1,1,1,0,1,8,0,2,AI Engineer
8.69,1,1,0,1,1,0,1,0,0,3,1,4,Data Scientist
9.11,1,0,1,1,1,1,1,1,0,4,0,4,Data Scientist
8.64,1,0,0,1,1,1,1,0,1,2,1,3,Data Scientist
7.02,1,0,1,1,1,1,1,0,1,7,0,5,Data Scientist
6.2,0,1,0,1,0,0,1,1,0,6,1,4,Web Developer
8.22,0,0,0,1,1,0,0,1,1,2,1,6,Data Scientist
7.04,0,0,0,1,1,0,1,0,1,4,1,1,Data Analyst
8.49,1,1,1,1,1,1,1,0,1,5,0,4,Data Scientist
8.42,0,0,0,1,1,0,1,0,0,3,1,2,Business Analyst
6.58,1,0,1,1,0,0,1,1,0,2,0,1,Frontend Developer
7.8,1,0,0,1,1,0,1,0,0,2,0,2,Business Analyst
7.56,0,1,0,0,0,0,0,1,0,5,0,3,Frontend Developer
7.64,0,0,1,0,0,0,1,1,1,8,0,0,Web Developer
8.24,1,0,0,0,1,0,1,0,1,3,0,3,Data Scientist
8.46,1,0,0,1,1,1,1,0,1,3,1,2,Data Scientist
8.56,1,0,1,1,1,1,0,1,1,2,1,2,AI Engineer
8.18,1,0,1,1,1,1,1,0,1,5,0,3,AI Engineer
7.58,1,0,1,1,1,1,1,1,0,8,0,2,Data Scientist
9.55,1,0,0,0,1,1,1,0,0,5,1,4,Data Scientist
7.42,0,1,1,1,0,0,0,1,1,4,0,1,Backend Developer
6.99,0,0,0,1,0,1,1,0,0,2,0,4,Business Analyst
9.47,1,0,0,1,1,1,1,0,1,5,0,3,AI Engineer
7.38,1,0,0,1,0,0,1,0,0,2,0,0,Data Analyst
8.59,1,1,1,0,0,0,1,0,1,5,0,5,Software Developer
7.28,0,0,0,0,0,0,0,1,0,3,1,5,Frontend Developer
8.39,1,0,0,1,1,1,1,0,1,1,0,3,AI Engineer
7.4,0,1,0,1,0,0,1,0,0,0,1,2,Business Analyst
7.77,1,0,0,1,1,1,1,1,0,3,1,1,Data Scientist
8.81,1,0,0,1,1,1,1,0,0,7,1,1,Data Scientist
6.24,0,0,1,1,0,0,0,1,0,7,0,1,Web Developer
8.3,1,0,0,1,1,1,0,0,1,3,1,4,Machine Learning Engineer
6.81,1,1,0,0,0,0,0,1,0,2,0,2,Frontend Developer
8.0,0,0,1,1,1,1,1,0,1,3,1,3,AI Engineer
7.05,1,0,0,1,0,0,0,1,0,5,0,0,Web Developer
7.1,0,0,0,0,0,0,0,1,1,3,1,0,Frontend Developer
8.66,1,1,0,0,1,1,1,0,1,3,1,3,Data Scientist
8.68,1,1,0,0,0,0,0,0,1,8,1,3,Cloud Engineer
9.87,1,0,0,1,1,1,1,0,0,6,0,5,AI Engineer
9.58,1,0,0,1,1,0,1,0,0,3,1,4,Data Analyst
8.37,0,0,0,0,1,0,1,0,0,2,1,4,Business Analyst
7.79,0,0,0,1,0,0,0,1,0,5,0,1,Frontend Developer
8.36,0,0,0,1,0,1,1,1,0,1,1,5,Business Analyst
7.23,1,1,0,1,1,0,1,0,1,5,1,2,Data Scientist
9.74,1,0,1,1,1,1,1,0,1,1,1,2,Machine Learning Engineer
8.68,1,0,0,1,1,0,1,0,0,6,1,4,Data Scientist
7.26,1,0,0,1,0,0,0,0,1,3,1,2,Data Analyst
7.46,0,0,0,0,0,0,1,1,0,2,1,2,Frontend Developer
8.85,1,1,0,1,0,0,0,1,1,6,1,2,Cloud Engineer
8.89,1,1,0,1,0,1,1,1,0,2,0,2,Software Developer
8.59,1,0,1,0,1,1,1,0,1,3,1,2,AI Engineer
7.37,1,1,1,1,0,0,0,1,0,5,0,2,Web Developer
8.53,0,1,0,0,1,0,0,1,1,2,1,2,Cloud Engineer
7.85,1,1,0,0,1,0,0,1,1,3,1,6,Cloud Engineer
7.61,1,0,0,0,0,0,1,0,0,3,0,3,Business Analyst
9.99,1,0,1,1,1,1,1,0,1,4,1,5,AI Engineer
8.3,0,0,0,1,0,0,1,0,0,4,1,3,Business Analyst
9.26,1,0,0,1,1,1,1,1,1,4,0,2,AI Engineer
7.85,1,0,0,1,1,1,1,0,0,4,0,6,Machine Learning Engineer
8.19,1,1,0,1,1,1,1,0,0,4,1,1,Data Scientist
8.84,1,1,1,1,0,0,0,0,1,5,0,3,Cloud Engineer
9.48,1,0,0,1,1,1,1,0,1,6,0,2,Machine Learning Engineer
7.3,1,0,0,1,0,0,0,1,1,4,1,1,Web Developer
9.41,1,1,0,1,0,0,0,0,1,1,1,3,Cloud Engineer
8.65,1,1,0,1,1,0,1,0,0,5,1,4,Data Scientist
7.36,1,0,1,1,1,1,0,0,0,4,1,4,Machine Learning Engineer
7.86,1,0,0,1,0,1,1,0,0,2,0,1,Data Analyst
8.66,0,0,0,0,1,1,1,0,0,2,0,1,Data Scientist
7.33,0,1,0,1,0,0,1,0,0,1,1,6,Business Analyst
8.35,1,1,1,1,0,0,0,1,1,6,1,5,Backend Developer
8.67,1,1,0,1,0,0,0,1,1,6,1,1,Cloud Engineer
8.42,1,0,0,1,1,1,0,1,0,4,0,3,Data Scientist
8.23,0,1,0,0,0,0,0,1,0,3,0,3,Frontend Developer
7.17,1,0,0,1,1,0,1,0,0,1,1,0,Data Scientist
8.33,1,0,0,1,0,0,1,0,1,2,1,2,Business Analyst
8.4,0,1,0,1,0,0,0,0,0,3,1,4,Cloud Engineer
9.1,1,0,1,1,1,1,1,0,1,6,0,4,Machine Learning Engineer
7.43,0,0,0,0,0,0,1,1,1,7,0,5,Web Developer
6.61,0,0,0,1,0,0,0,1,0,6,1,2,Frontend Developer
8.53,0,0,0,1,0,0,0,0,0,3,0,3,Data Analyst
7.2,0,0,0,1,0,0,0,1,0,1,1,1,Frontend Developer
8.09,1,0,0,1,0,0,1,0,0,3,1,3,Business Analyst
8.65,1,1,0,1,1,1,1,1,1,3,1,2,Data Scientist
8.39,1,0,1,1,1,1,0,0,1,3,1,2,Machine Learning Engineer
7.61,1,1,1,0,0,0,0,0,1,2,0,0,Software Developer
7.41,1,1,1,0,1,1,1,0,0,8,1,2,Software Developer
8.06,0,1,0,0,0,0,0,1,0,3,0,5,Frontend Developer
7.59,1,0,0,1,0,1,1,0,0,6,0,2,Data Scientist
7.15,0,1,1,0,0,0,0,1,1,3,1,3,Web Developer
6.69,1,1,0,1,0,0,0,1,1,2,0,2,Frontend Developer
7.9,1,0,0,1,1,0,1,1,1,5,1,1,Data Analyst
8.14,1,0,0,1,1,0,0,1,0,2,1,6,Business Analyst
7.6,1,1,0,1,1,1,1,0,1,3,0,0,Business Analyst
7.8,1,1,1,0,0,0,0,1,1,4,0,0,Software Developer
7.29,0,0,1,1,0,0,0,1,0,6,0,2,Web Developer
8.63,1,0,1,1,1,1,0,0,1,5,1,2,AI Engineer
7.79,0,1,0,1,0,1,0,1,1,4,1,6,Backend Developer
8.56,1,0,0,0,1,0,1,0,0,3,1,2,Business Analyst
7.02,1,0,0,0,0,0,1,1,0,4,0,0,Frontend Developer
6.75,1,0,0,1,0,0,1,0,0,5,1,3,Data Analyst
9.35,1,0,0,0,1,0,1,0,0,5,1,1,AI Engineer
9.23,1,0,1,1,1,1,0,0,0,3,1,3,Machine Learning Engineer
8.87,1,0,1,1,1,1,1,0,1,3,0,2,Machine Learning Engineer
8.0,0,0,0,0,0,0,0,1,0,6,0,2,Frontend Developer
7.64,1,1,0,1,0,0,1,1,1,1,1,6,Cloud Engineer
7.32,1,0,0,1,1,1,1,0,0,1,1,3,Data Scientist
8.69,1,0,0,1,0,0,0,1,0,7,1,3,Backend Developer
9.52,1,0,1,0,0,0,0,0,1,2,1,1,Cloud Engineer
7.84,1,0,0,1,1,0,1,1,0,1,1,1,Data Analyst
8.66,1,0,0,1,0,0,1,0,1,1,1,1,Business Analyst
9.0,1,0,1,1,1,1,1,0,1,5,1,3,AI Engineer
8.28,1,1,1,0,0,0,0,1,1,2,0,6,Software Developer
8.11,1,1,1,1,1,0,1,0,0,4,0,4,Data Scientist
6.9,0,1,1,1,0,0,0,1,0,2,1,1,Web Developer
8.43,1,0,1,1,1,1,0,0,1,3,1,2,AI Engineer
9.57,0,0,1,0,0,0,0,0,1,2,1,6,Cloud Engineer
7.74,1,0,0,1,1,1,1,0,1,4,1,1,Data Scientist
7.49,1,1,1,0,0,0,0,1,0,1,0,3,Web Developer
7.43,1,0,1,1,1,1,1,0,1,1,0,1,Data Scientist
8.51,1,1,1,0,1,0,1,0,0,6,1,1,Data Scientist
7.93,1,1,0,1,0,0,0,1,0,6,1,6,Software Developer
7.85,1,1,0,1,1,0,1,0,1,3,1,5,Machine Learning Engineer
7.43,0,0,0,1,0,0,0,1,0,5,1,2,Frontend Developer
8.02,0,0,0,1,1,0,0,1,0,4,0,1,Business Analyst
7.85,1,1,1,1,0,0,0,1,1,6,1,4,Software Developer
7.47,0,1,0,1,0,0,1,1,1,5,1,3,Cloud Engineer
5.92,0,0,0,1,0,0,1,1,0,1,0,0,Business Analyst
6.41,0,1,0,1,0,0,1,1,0,6,0,0,Web Developer
7.39,0,0,0,1,0,0,0,1,0,1,1,0,Web Developer
7.98,0,0,0,1,1,0,1,0,0,2,1,4,Business Analyst
7.44,1,0,0,1,0,0,1,0,1,4,1,2,Frontend Developer
8.08,1,0,0,1,1,1,0,0,0,5,0,4,Data Scientist
9.59,1,0,1,1,1,1,1,1,0,5,1,2,Machine Learning Engineer
7.92,0,1,0,0,0,0,0,1,1,2,1,3,Frontend Developer
9.13,1,0,0,1,0,0,1,0,0,0,0,3,Data Analyst
8.04,1,1,0,1,1,0,1,0,1,2,1,1,Machine Learning Engineer
7.26,1,0,1,1,1,1,1,0,1,7,0,0,AI Engineer
7.88,1,1,1,1,1,0,1,1,0,4,1,6,Backend Developer
9.33,1,0,1,1,1,1,0,0,0,6,0,5,Machine Learning Engineer
7.69,1,0,0,1,0,0,1,1,0,4,0,2,Business Analyst
8.45,0,0,0,1,0,0,0,1,1,2,1,3,Cloud Engineer
8.58,1,1,1,1,0,0,0,0,0,0,0,4,Backend Developer
7.89,1,0,1,1,1,1,1,0,0,6,1,0,AI Engineer
8.53,1,0,1,0,1,1,1,0,1,8,1,4,AI Engineer
8.75,1,0,1,0,1,1,1,0,1,7,1,4,AI Engineer
6.78,0,1,1,1,0,0,0,1,0,4,0,2,Frontend Developer
7.78,1,1,0,1,1,1,1,0,1,5,1,2,Machine Learning Engineer
7.47,1,1,0,0,0,0,0,1,0,5,1,3,Backend Developer
7.15,0,1,0,1,0,0,1,1,0,3,1,0,Frontend Developer
7.88,1,1,1,0,0,0,0,0,0,4,0,2,Software Developer
7.78,0,1,1,0,0,0,0,1,0,3,0,1,Software Developer
9.35,1,0,1,1,1,1,1,1,1,4,1,5,AI Engineer
7.1,1,0,0,1,0,0,1,0,0,5,0,1,Data Analyst
9.39,1,1,0,1,0,0,0,1,1,3,0,1,Backend Developer
9.07,1,1,0,1,1,0,1,0,0,0,1,2,Data Analyst
9.39,1,1,0,0,1,1,1,0,0,5,1,2,Data Scientist
9.16,1,0,0,1,1,1,1,0,0,6,1,3,AI Engineer
7.33,1,0,0,1,0,1,1,0,0,2,0,2,Data Analyst
7.97,1,0,0,1,0,1,1,0,0,3,0,3,Data Analyst
8.85,0,1,1,0,1,0,1,0,1,6,0,0,Software Developer
7.58,0,1,0,0,0,0,1,1,0,5,0,0,Web Developer
8.03,0,0,0,1,1,0,1,0,1,4,0,0,Data Analyst
8.71,1,1,1,0,0,0,0,1,1,3,1,5,Cloud Engineer
8.56,0,0,0,1,0,0,0,0,1,0,1,1,Business Analyst
7.86,0,0,1,1,1,0,0,0,0,2,0,5,Business Analyst
7.5,0,0,0,1,0,0,1,1,0,3,1,5,Web Developer
7.9,1,0,1,0,1,0,0,1,0,2,0,1,Software Developer
8.63,0,1,0,0,0,0,0,0,0,5,1,6,Software Developer
8.2,1,0,0,1,1,1,0,0,1,4,0,1,Machine Learning Engineer
7.98,0,0,0,1,0,0,1,0,0,3,0,2,Data Analyst
8.37,0,0,1,1,0,0,0,1,0,2,1,3,Web Developer
8.12,0,0,0,1,1,0,1,0,0,4,0,0,Business Analyst
9.31,1,0,1,1,1,1,1,0,1,7,1,5,Machine Learning Engineer
8.86,1,0,0,1,1,1,1,0,0,6,1,4,AI Engineer
8.91,1,0,1,0,1,1,1,0,0,3,1,5,AI Engineer
7.13,1,0,0,1,0,1,1,0,0,2,0,3,Data Analyst
6.13,1,1,0,1,0,0,0,1,1,0,0,4,Web Developer
7.87,1,1,1,0,0,0,0,1,1,5,1,2,Software Developer
7.27,1,1,0,1,1,1,1,1,1,3,1,3,AI Engineer
8.23,1,1,0,0,1,1,1,0,1,6,1,6,Machine Learning Engineer
6.85,1,0,0,1,0,0,1,0,0,5,0,1,Data Analyst
7.88,1,0,0,0,0,0,0,0,1,0,1,2,Cloud Engineer
7.43,0,0,1,1,0,0,0,1,0,8,0,3,Frontend Developer
7.13,0,1,0,0,0,0,0,0,1,0,1,4,Cloud Engineer
8.08,1,1,1,0,0,0,0,1,1,3,0,0,Web Developer
9.68,1,1,1,0,0,0,0,1,0,3,1,4,Backend Developer
6.19,0,0,0,0,0,1,0,1,0,0,0,1,Frontend Developer
7.48,0,0,0,1,0,0,1,0,0,5,1,6,Business Analyst
8.7,1,1,0,1,0,0,0,1,1,5,0,1,Backend Developer
7.96,1,1,1,0,0,0,0,1,0,3,0,1,Web Developer
7.62,0,0,0,0,0,0,1,1,1,4,0,2,Web Developer
7.73,1,0,0,0,0,0,1,0,0,3,0,5,Business Analyst
8.47,0,1,0,1,0,0,1,1,0,4,0,0,Web Developer
7.71,1,1,0,1,0,0,0,1,1,3,1,1,Web Developer
8.95,1,1,1,1,0,0,0,1,0,7,1,2,Backend Developer
7.59,0,0,0,1,0,0,0,0,0,3,1,0,Business Analyst
6.88,0,1,0,0,0,0,0,1,0,5,1,3,Web Developer
7.64,1,1,0,1,0,0,0,1,1,2,1,3,Backend Developer
6.56,0,0,0,1,0,0,0,1,1,4,1,2,Web Developer
7.72,1,1,1,0,1,0,0,1,1,2,1,1,Cloud Engineer
8.4,1,0,0,0,1,0,0,0,1,8,0,4,Cloud Engineer
8.24,1,1,1,0,0,0,0,0,0,2,1,5,Software Developer
8.05,1,1,0,1,1,1,1,0,1,6,0,3,AI Engineer
8.56,1,0,0,1,1,0,1,0,0,4,0,2,Data Scientist
8.4,1,1,1,0,0,1,0,0,0,2,1,1,Software Developer
8.45,1,1,1,0,1,1,1,0,0,3,1,5,AI Engineer
8.46,0,0,0,0,0,0,1,1,0,4,0,0,Frontend Developer
8.43,1,0,0,0,0,0,1,1,1,1,0,0,Frontend Developer
7.13,1,1,0,1,0,0,1,0,1,4,0,3,Data Analyst
7.78,0,0,0,1,0,0,1,0,0,1,1,2,Business Analyst
7.43,0,1,0,1,1,0,0,1,1,4,1,1,Cloud Engineer
7.07,1,0,0,0,1,0,1,0,1,5,0,1,Data Scientist
7.93,1,1,0,1,1,1,1,0,0,1,1,5,Data Scientist
8.0,1,1,1,0,0,0,0,0,0,1,1,2,Software Developer
9.52,1,0,1,1,1,1,1,1,0,5,0,1,AI Engineer
9.82,1,0,1,1,1,1,1,1,0,3,0,4,AI Engineer
8.42,1,1,1,0,1,1,0,0,1,3,1,3,AI Engineer
7.09,1,1,1,0,0,0,0,1,0,3,0,1,Web Developer
7.83,1,1,0,0,0,0,0,1,0,5,1,3,Web Developer
7.56,1,0,1,1,0,0,0,1,1,5,1,2,Backend Developer
8.87,1,1,1,1,0,0,0,0,1,2,0,1,Software Developer
7.88,1,0,0,1,1,0,1,0,0,3,1,6,Data Analyst
8.36,1,0,1,1,0,1,0,1,1,2,1,6,Cloud Engineer
8.86,1,1,0,1,1,1,1,0,0,6,1,3,Machine Learning Engineer
8.13,1,1,0,1,1,1,1,1,1,2,1,2,Machine Learning Engineer
8.35,0,1,1,1,0,1,1,0,1,6,1,4,Software Developer
