previous_marks,attendance,study_hours,assignment_completion,internal_marks,failed_subjects,cgpa,risk_level
42.96,56.77,0.5,53.74,17.19,5,4.47,High Risk
59.32,59.53,1.06,52.5,12.29,1,5.69,High Risk
61.55,63.24,3.84,72.42,19.75,0,6.47,Medium Risk
73.2,79.38,5.95,61.01,15.33,1,8.1,Medium Risk
58.39,73.0,3.61,85.1,18.78,0,7.38,Medium Risk
77.2,67.7,3.53,84.41,21.68,0,6.39,Medium Risk
56.2,45.43,0.51,39.43,15.37,3,6.47,High Risk
86.13,83.05,6.14,93.62,27.46,0,8.42,Low Risk
60.12,77.27,5.82,68.73,26.78,2,6.85,High Risk
55.35,66.01,2.87,44.35,20.63,0,6.2,Medium Risk
48.12,63.3,0.84,46.81,11.93,2,5.53,High Risk
67.97,60.06,2.88,79.8,13.95,1,5.96,High Risk
58.18,50.97,1.91,45.56,14.02,2,5.76,High Risk
59.31,49.92,1.38,48.16,9.31,0,5.17,High Risk
59.09,50.29,3.74,47.42,16.63,2,5.5,High Risk
69.58,73.32,5.18,68.94,15.53,1,5.92,Medium Risk
90.98,93.88,6.05,91.29,25.1,0,9.34,Low Risk
55.64,61.27,2.55,45.01,15.56,5,6.67,High Risk
65.94,77.75,1.05,54.49,19.72,1,7.38,Medium Risk
51.92,52.73,2.11,40.01,10.71,0,5.14,High Risk
51.97,51.64,4.22,51.34,15.43,0,5.41,Medium Risk
84.3,86.91,8.38,92.03,21.12,0,7.85,Low Risk
79.69,83.85,8.99,100.0,20.87,0,8.56,Low Risk
75.89,76.23,4.3,76.89,23.43,0,7.73,Low Risk
66.13,70.49,1.91,68.8,16.42,1,7.27,Medium Risk
78.91,92.32,7.59,85.91,27.25,0,8.57,Low Risk
62.61,71.32,3.16,69.39,14.78,1,8.0,Medium Risk
64.81,58.79,3.79,73.4,16.46,0,7.13,Medium Risk
59.24,53.05,2.81,58.72,18.36,2,7.32,High Risk
80.73,90.68,9.01,81.85,29.38,0,8.8,Low Risk
74.77,78.59,6.23,82.1,25.68,0,8.51,Low Risk
69.45,77.21,1.15,65.89,16.1,0,7.0,Medium Risk
40.86,91.34,3.12,75.89,16.74,0,6.82,Medium Risk
59.22,68.22,5.67,63.02,16.9,0,6.3,Medium Risk
74.57,63.33,5.46,76.36,18.75,1,6.53,Medium Risk
48.81,50.91,1.72,32.41,13.54,1,5.28,High Risk
75.17,73.51,4.02,77.63,20.94,2,6.12,High Risk
57.11,78.74,3.04,60.93,19.25,1,6.65,Medium Risk
67.89,57.63,4.31,75.0,18.32,0,6.42,Medium Risk
76.95,77.24,4.5,68.26,13.06,2,6.83,High Risk
48.76,62.65,4.59,48.72,13.73,3,4.84,High Risk
62.75,66.19,3.24,83.88,14.74,0,7.32,Medium Risk
53.07,64.0,2.61,28.66,13.94,2,4.94,High Risk
53.08,59.19,2.47,41.25,11.37,0,5.24,High Risk
48.1,63.07,3.3,30.27,20.57,1,6.6,High Risk
41.87,62.22,2.34,31.73,11.91,2,5.24,High Risk
73.2,86.45,10.15,94.88,21.78,0,8.95,Low Risk
79.58,84.07,8.54,100.0,25.18,0,8.64,Low Risk
56.85,62.68,1.79,62.57,15.25,0,7.41,Medium Risk
35.0,55.79,0.83,34.5,6.95,0,5.62,High Risk
80.82,87.13,5.72,88.4,26.81,1,8.27,Medium Risk
89.22,88.25,5.05,96.32,22.83,0,7.99,Low Risk
84.39,100.0,8.65,86.53,27.09,0,8.06,Low Risk
77.16,69.67,1.0,76.84,16.48,0,7.45,Medium Risk
72.21,86.18,3.63,55.67,22.96,0,6.58,Medium Risk
54.87,53.37,3.28,55.41,17.12,1,5.08,High Risk
70.46,72.4,5.18,60.89,21.57,2,7.62,High Risk
74.94,96.05,8.64,99.13,28.36,0,8.5,Low Risk
55.82,66.79,3.05,74.46,17.21,0,7.42,Medium Risk
83.51,86.15,7.83,79.69,22.24,0,8.51,Low Risk
66.37,77.24,5.08,59.81,16.61,0,7.42,Medium Risk
47.03,59.33,1.48,43.37,10.86,3,5.22,High Risk
82.93,78.17,8.28,100.0,24.23,0,8.48,Low Risk
43.52,48.93,1.74,46.19,14.09,2,4.0,High Risk
70.3,73.34,1.95,80.75,22.9,0,7.66,Medium Risk
86.76,89.67,9.43,84.78,30.0,0,9.0,Low Risk
41.84,50.4,0.69,39.18,11.22,2,5.07,High Risk
78.58,89.11,7.72,84.96,28.02,0,8.5,Low Risk
67.33,82.11,4.25,77.86,21.2,1,7.61,Medium Risk
85.12,99.58,8.99,79.49,26.47,0,8.69,Low Risk
56.06,75.6,0.95,73.74,20.59,0,7.27,Medium Risk
88.88,86.46,5.17,93.81,26.3,0,7.79,Low Risk
94.06,87.39,8.11,89.89,23.32,0,8.8,Low Risk
57.62,69.32,3.8,69.31,14.02,2,7.19,High Risk
51.27,67.46,1.36,32.15,10.28,6,5.51,High Risk
67.09,68.1,2.22,72.87,24.74,0,6.72,Medium Risk
84.58,81.9,8.61,81.71,26.26,0,8.4,Low Risk
55.55,77.71,3.27,53.9,22.02,1,6.46,Medium Risk
65.81,75.69,0.5,55.13,18.28,0,7.05,Medium Risk
84.46,94.49,7.9,100.0,27.52,0,8.11,Low Risk
83.69,86.29,7.3,95.0,30.0,0,7.89,Low Risk
63.17,90.52,6.71,85.72,23.14,0,8.75,Low Risk
89.62,83.46,6.71,94.31,26.35,0,8.58,Low Risk
84.01,86.88,5.58,100.0,29.23,0,8.83,Low Risk
79.2,87.91,5.16,99.37,27.27,0,9.08,Low Risk
46.26,51.04,1.65,61.7,14.13,6,4.66,High Risk
73.98,74.9,6.62,63.33,11.52,0,7.61,Medium Risk
61.92,65.43,3.89,84.45,12.76,0,6.94,Medium Risk
43.64,58.5,2.72,46.47,8.6,2,5.32,High Risk
78.02,95.29,7.57,91.39,26.69,0,7.67,Low Risk
59.28,54.6,2.03,29.74,14.1,3,4.99,High Risk
77.15,68.02,5.81,89.69,24.39,1,8.8,Medium Risk
38.03,53.66,0.5,48.13,11.83,3,6.14,High Risk
76.45,72.72,3.81,62.08,19.81,0,7.76,Medium Risk
59.64,70.14,3.09,79.95,11.57,4,6.51,High Risk
82.43,78.27,9.09,91.54,27.51,0,8.7,Low Risk
78.61,95.91,6.38,86.13,21.18,0,9.04,Low Risk
75.12,82.56,10.13,100.0,29.81,0,7.66,Low Risk
77.71,87.27,6.32,100.0,28.58,0,7.77,Low Risk
60.75,53.08,2.96,40.13,14.27,1,4.93,High Risk
68.98,74.82,4.94,64.41,25.34,2,6.97,High Risk
80.35,78.93,7.77,97.36,24.33,0,8.04,Low Risk
64.99,70.51,6.99,90.22,26.57,0,8.67,Low Risk
60.04,80.45,2.88,99.49,20.62,2,6.62,High Risk
63.61,78.08,6.77,85.18,18.01,0,6.65,Low Risk
76.12,76.78,6.88,67.78,12.1,0,6.49,Medium Risk
79.9,84.51,6.3,88.88,28.31,0,8.04,Low Risk
78.65,86.53,9.06,86.55,30.0,0,9.38,Low Risk
92.97,94.91,9.47,90.0,22.56,0,8.89,Low Risk
58.17,68.89,3.24,76.29,17.11,1,7.21,Medium Risk
95.53,88.92,5.35,100.0,26.03,0,8.24,Low Risk
61.0,62.35,4.11,78.96,17.27,1,7.05,Medium Risk
84.64,100.0,8.02,84.72,25.05,0,7.7,Low Risk
58.68,73.4,5.31,67.69,21.66,1,7.0,Medium Risk
53.75,41.32,2.33,45.09,8.8,2,4.5,High Risk
93.6,89.48,6.76,75.11,27.86,0,8.14,Low Risk
92.99,85.28,8.92,85.04,27.22,0,8.49,Low Risk
78.28,79.71,7.11,99.46,25.92,0,8.41,Low Risk
46.65,49.38,2.36,32.66,17.78,2,5.85,High Risk
78.34,92.51,7.69,100.0,23.57,0,8.22,Low Risk
76.07,90.23,6.55,93.7,26.89,0,7.93,Low Risk
66.46,69.44,5.88,71.72,19.62,0,6.48,Medium Risk
63.38,87.78,3.93,57.02,21.84,0,6.75,Medium Risk
78.81,70.74,4.38,76.78,19.3,0,5.14,Medium Risk
73.85,74.75,3.83,57.96,20.84,1,7.94,Medium Risk
80.04,98.48,6.75,100.0,26.89,0,8.79,Low Risk
65.64,68.43,4.68,61.11,21.17,0,6.41,Medium Risk
73.24,69.17,7.17,78.58,25.52,0,6.68,Low Risk
88.18,82.76,4.75,78.0,30.0,0,8.12,Low Risk
42.74,53.81,3.56,48.13,14.22,3,4.95,High Risk
67.46,87.77,7.37,80.26,28.01,0,8.73,Low Risk
57.78,54.94,2.13,46.7,12.25,2,5.14,High Risk
84.04,89.83,7.15,79.26,24.74,0,8.68,Low Risk
59.68,69.03,4.68,67.69,22.83,0,8.41,Low Risk
74.69,68.75,4.17,85.07,19.1,0,6.64,Medium Risk
85.48,94.44,9.59,93.12,23.62,0,7.39,Low Risk
82.51,77.7,6.57,100.0,25.15,0,7.75,Low Risk
86.01,88.22,7.5,88.54,27.39,0,9.0,Low Risk
94.57,70.17,7.75,95.99,24.58,0,8.26,Low Risk
72.65,94.53,4.86,78.27,29.79,0,8.63,Low Risk
78.32,94.13,8.47,88.56,20.07,0,8.04,Low Risk
55.17,73.14,4.25,80.46,21.35,0,5.96,Medium Risk
68.74,83.94,6.68,100.0,25.43,0,7.64,Low Risk
92.66,89.1,8.99,99.34,25.78,0,7.11,Low Risk
45.07,51.67,1.05,46.23,12.03,0,4.66,High Risk
97.31,97.05,7.96,97.29,30.0,0,9.31,Low Risk
49.1,51.99,1.15,37.38,17.3,3,4.95,High Risk
70.78,88.16,9.3,84.31,27.01,0,8.55,Low Risk
46.28,61.19,2.4,47.46,9.39,5,5.32,High Risk
54.48,58.34,6.16,67.51,16.98,0,7.74,Medium Risk
76.14,67.48,3.78,62.03,19.75,1,7.83,Medium Risk
39.5,61.4,1.8,47.64,17.06,6,4.65,High Risk
70.74,69.49,2.91,65.77,23.5,0,7.45,Medium Risk
83.29,85.12,7.44,76.42,30.0,1,8.54,Medium Risk
46.3,55.28,2.38,51.12,9.53,2,4.91,High Risk
80.94,96.52,9.76,100.0,25.3,0,8.0,Low Risk
45.82,57.78,0.5,45.68,16.47,1,4.06,High Risk
70.42,82.79,6.53,100.0,24.54,0,8.54,Low Risk
64.94,66.95,2.51,62.23,17.73,1,6.47,High Risk
95.28,94.45,9.32,94.49,28.4,0,8.45,Low Risk
80.41,90.15,7.6,93.78,27.35,0,9.08,Low Risk
68.02,54.5,2.65,64.67,18.32,0,7.2,Medium Risk
86.29,94.21,7.28,97.08,30.0,0,7.78,Low Risk
70.09,93.36,9.17,84.73,25.55,0,8.59,Low Risk
90.05,85.06,4.63,97.94,23.59,0,9.36,Low Risk
52.52,80.91,7.38,66.3,19.44,0,6.12,Medium Risk
52.38,60.42,3.09,57.96,16.23,3,6.22,High Risk
37.19,66.53,4.33,55.8,8.71,2,4.62,High Risk
76.36,62.73,2.97,51.07,23.48,1,7.07,High Risk
71.74,89.7,7.21,94.72,26.53,0,9.07,Low Risk
65.92,64.49,4.16,72.89,19.35,0,7.12,Medium Risk
75.32,66.02,4.28,88.44,14.12,0,6.78,Medium Risk
51.96,75.19,5.03,52.82,21.31,0,7.01,Medium Risk
61.13,70.96,2.24,75.33,20.71,0,6.85,Medium Risk
45.47,49.89,0.5,53.52,15.46,1,5.68,High Risk
73.74,71.47,5.66,73.72,19.16,2,7.06,High Risk
65.87,67.33,1.89,75.83,19.27,0,6.5,Medium Risk
86.25,84.48,6.11,97.78,29.67,0,7.75,Low Risk
78.16,92.76,7.82,92.41,24.05,0,8.07,Low Risk
91.79,85.57,6.38,100.0,21.69,0,7.6,Low Risk
88.02,78.81,6.98,87.54,27.79,0,7.96,Low Risk
66.81,66.22,5.88,59.48,18.55,0,6.43,Medium Risk
53.57,69.16,3.92,61.37,17.09,2,6.71,High Risk
46.17,46.29,2.64,58.61,9.52,2,5.82,High Risk
68.88,74.05,3.75,92.77,18.32,0,6.79,Medium Risk
100.0,93.47,8.29,86.71,25.6,0,8.45,Low Risk
74.41,66.66,2.2,77.24,21.49,0,6.5,Medium Risk
77.58,88.24,5.78,100.0,24.29,0,9.62,Low Risk
94.61,92.17,6.52,95.43,25.59,0,8.35,Low Risk
71.56,67.82,3.5,62.82,22.06,0,5.88,Medium Risk
71.92,86.18,7.17,90.26,27.62,0,8.11,Low Risk
84.19,80.53,9.62,91.28,27.36,1,9.74,Medium Risk
81.53,89.23,8.51,89.69,24.9,0,9.32,Low Risk
86.61,97.89,6.95,80.32,30.0,0,8.74,Low Risk
82.06,85.39,4.66,87.91,22.88,0,9.48,Low Risk
77.46,95.74,6.59,82.88,28.1,0,7.65,Low Risk
67.36,79.5,3.18,69.89,18.28,0,6.54,Medium Risk
71.58,98.87,7.04,80.36,24.2,0,7.97,Low Risk
83.86,89.42,6.04,91.59,22.3,0,8.27,Low Risk
88.96,81.6,7.26,88.51,23.34,0,8.82,Low Risk
82.3,76.95,9.27,97.37,19.93,0,8.69,Low Risk
46.08,61.88,3.15,43.25,13.1,1,5.89,High Risk
66.55,66.97,2.27,64.45,18.92,0,6.12,Medium Risk
66.77,66.11,3.67,72.92,20.74,0,6.94,Medium Risk
69.87,69.34,4.11,69.34,19.22,0,5.92,Medium Risk
93.43,88.21,10.5,94.57,26.42,0,7.79,Low Risk
75.05,78.28,5.98,62.66,15.54,2,6.49,High Risk
70.24,70.81,6.91,81.93,16.08,0,6.56,Medium Risk
44.63,53.62,2.14,44.67,10.48,2,5.08,High Risk
75.51,86.15,7.43,96.26,25.36,0,8.18,Low Risk
52.74,52.66,0.5,49.27,14.23,2,5.18,High Risk
95.26,87.1,6.77,100.0,25.88,0,8.85,Low Risk
54.64,75.61,4.53,74.53,18.9,2,7.15,High Risk
74.5,86.35,6.97,82.67,29.94,1,8.2,Medium Risk
57.07,53.94,0.5,53.69,15.16,4,5.77,High Risk
59.16,73.48,1.53,59.99,16.1,1,6.05,High Risk
83.08,85.2,7.9,90.65,22.21,0,8.34,Low Risk
57.3,64.08,4.2,69.14,14.76,1,7.1,Medium Risk
38.1,53.92,1.42,58.47,16.11,1,5.13,High Risk
86.72,89.98,7.92,93.44,24.9,0,9.22,Low Risk
55.11,69.86,6.11,69.14,24.19,4,7.37,High Risk
93.32,100.0,5.63,74.27,28.13,0,9.23,Low Risk
58.19,62.62,5.65,70.3,17.85,1,6.68,Medium Risk
73.0,94.72,7.23,90.57,26.65,0,7.76,Low Risk
84.6,93.64,5.96,94.22,23.01,0,8.52,Low Risk
89.91,86.18,8.42,83.58,29.26,0,8.81,Low Risk
85.82,79.38,9.46,77.53,26.55,0,8.99,Low Risk
62.35,62.64,4.87,60.06,18.79,0,6.72,Medium Risk
86.02,71.41,5.72,97.48,28.14,0,8.9,Low Risk
70.15,78.99,7.32,89.86,19.24,0,6.86,Low Risk
88.37,87.9,7.51,88.07,25.67,0,8.22,Low Risk
62.76,66.77,2.1,69.03,22.34,1,7.04,Medium Risk
55.39,74.27,4.86,68.16,13.54,1,7.07,Medium Risk
73.02,86.9,7.55,94.0,24.56,0,9.01,Low Risk
88.04,77.37,8.44,80.84,21.49,0,9.22,Low Risk
65.73,78.99,3.19,72.48,20.7,3,7.32,High Risk
71.09,64.23,6.03,78.25,26.46,1,6.51,Medium Risk
92.89,93.4,10.4,92.63,24.08,0,8.11,Low Risk
78.73,96.19,8.19,88.73,23.39,0,8.04,Low Risk
56.9,78.36,2.43,53.7,17.25,2,7.61,High Risk
48.16,49.47,0.5,34.89,15.41,2,5.41,High Risk
86.13,89.5,6.9,96.84,26.14,0,9.4,Low Risk
43.57,44.81,2.72,47.64,11.62,3,5.41,High Risk
77.5,100.0,10.66,92.31,21.87,0,8.23,Low Risk
75.51,62.91,5.27,60.77,20.82,0,5.96,Medium Risk
69.46,74.55,2.56,66.08,20.87,0,6.56,Medium Risk
80.58,84.89,6.67,100.0,28.92,0,9.27,Low Risk
67.64,70.43,3.35,71.29,20.73,1,6.34,Medium Risk
87.49,89.39,8.11,100.0,22.79,0,6.94,Low Risk
79.91,75.9,0.99,63.7,18.37,0,6.64,Medium Risk
77.82,83.26,8.75,100.0,27.35,0,7.93,Low Risk
79.01,84.28,6.67,86.26,29.57,0,8.12,Low Risk
51.44,61.94,2.76,48.8,6.96,1,5.91,High Risk
62.73,86.85,1.16,71.42,19.1,3,5.56,High Risk
40.92,58.41,0.84,26.81,13.51,1,4.84,High Risk
75.0,68.32,2.8,63.48,16.31,0,6.72,Medium Risk
60.82,74.24,4.95,79.44,16.04,0,7.23,Medium Risk
67.44,78.86,5.92,73.08,15.11,0,6.68,Medium Risk
72.88,86.4,5.33,100.0,24.86,0,8.93,Low Risk
77.13,80.38,1.94,70.09,16.93,1,6.8,Medium Risk
65.86,79.11,8.11,71.74,19.18,0,6.57,Low Risk
